id,nombre,desc
OHRM_49,"Other prescription hormone medication #4","Since your last study visit, have you taken: Any other prescription hormones that I haven't asked you about, for example vaginal rings (such as Femring), progestin injections (such as Depo-Provera), estrogen/testosterone combinations (such as Estratest) or vaginal creams?"
OTHMED19,"Other prescription medication #1","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW19,"Other prescription medication #1 taken 2 times/week for the last month","If YES to OTHMED19: Have you been taking it at least two times per week for the last month?"
OTHME109,"Other prescription medication #10","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHTW109,"Other prescription medication #10 taken 2 times/week for the last month","If YES to OTHME109: Have you been taking it at least two times per week for the last month?"
OTHME119,"Other prescription medication #11","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHTW119,"Other prescription medication #11 taken 2 times/week for the last month","If YES to OTHME119: Have you been taking it at least two times per week for the last month?"
OTHME129,"Other prescription medication #12","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHTW129,"Other prescription medication #12 taken 2 times/week for the last month","If YES to OTHME129: Have you been taking it at least two times per week for the last month?"
OTHME139,"Other prescription medication #13","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHTW139,"Other prescription medication #13 taken 2 times/week for the last month","If YES to OTHME139: Have you been taking it at least two times per week for the last month?"
OTHME149,"Other prescription medication #14","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHTW149,"Other prescription medication #14 taken 2 times/week for the last month","If YES to OTHME149: Have you been taking it at least two times per week for the last month?"
OTHME159,"Other prescription medication #15","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHTW159,"Other prescription medication #15 taken 2 times/week for the last month","If YES to OTHME159: Have you been taking it at least two times per week for the last month?"
OTHMED29,"Other prescription medication #2","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW29,"Other prescription medication #2 taken 2 times/week for the last month","If YES to OTHMED29: Have you been taking it at least two times per week for the last month?"
OTHMED39,"Other prescription medication #3","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW39,"Other prescription medication #3 taken 2 times/week for the last month","If YES to OTHMED39: Have you been taking it at least two times per week for the last month?"
OTHMED49,"Other prescription medication #4","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW49,"Other prescription medication #4 taken 2 times/week for the last month","If YES to OTHMED49: Have you been taking it at least two times per week for the last month?"
OTHMED59,"Other prescription medication #5","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW59,"Other prescription medication #5 taken 2 times/week for the last month","If YES to OTHMED59: Have you been taking it at least two times per week for the last month?"
OTHMED69,"Other prescription medication #6","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW69,"Other prescription medication #6 taken 2 times/week for the last month","If YES to OTHMED69: Have you been taking it at least two times per week for the last month?"
OTHMED79,"Other prescription medication #7","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW79,"Other prescription medication #7 taken 2 times/week for the last month","If YES to OTHMED79: Have you been taking it at least two times per week for the last month?"
OTHMED89,"Other prescription medication #8","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW89,"Other prescription medication #8 taken 2 times/week for the last month","If YES to OTHMED89: Have you been taking it at least two times per week for the last month?"
OTHMED99,"Other prescription medication #9","Since your last study visit: Are there any other prescription pills or medications that you have taken, that I haven't asked you about? (Please list)"
OTHRTW99,"Other prescription medication #9 taken 2 times/week for the last month","If YES to OTHMED99: Have you been taking it at least two times per week for the last month?"
SITESPE9,"Other site of cancer-specify","If YES to CANCERS9: What is/was the primary site of the cancer? Specify."
OTHSPOR9,"Other sports done past year","Did you do any other exercise or play any other sport in this past year?"
VITCOMB9,"Other vitamin combinations","If YES to REGVITA9: Since your last study visit, what vitamins and minerals have you taken fairly regularly, at least once per week? Multi-Vitamins, how often do you take: Any other combination types?"
OUTCOME9,"Outcome of pregnancy","If YES to PRGNANT9: What was the outcome of the pregnancy?"
OOPHORE9,"Ovaries removed since last visit","Since your last study visit, have you had any of the following surgeries or procedures? Did you have one or both ovaries removed (an oophorectomy)?"
PAIN19,"Over-the-counter (OTC) Pain medication #1","Since your last study visit, have you taken: Any over-the-counter medications for pain including headaches and arthritis?"
PAINTW19,"Over-the-counter (OTC) Pain medication #1 taken 2 times/week for the last month","If YES to PAIN19: Have you been taking it at least two times per week for the last month?"
PAIN29,"Over-the-counter (OTC) Pain medication #2","Since your last study visit, have you taken: Any over-the-counter medications for pain including headaches and arthritis?"
PAINTW29,"Over-the-counter (OTC) Pain medication #2 taken 2 times/week for the last month","If YES to PAIN29: Have you been taking it at least two times per week for the last month?"
SLEEP19,"Over-the-counter (OTC) Sleep medication #1","Since your last study visit, have you taken: Anything for problems sleeping?"
SLEPTW19,"Over-the-counter (OTC) Sleep medication #1 taken 2 times/week for the last month","If YES to SLEEP19: Have you been taking it at least two times per week for the last month?"
SLEEP29,"Over-the-counter (OTC) Sleep medication #2","Since your last study visit, have you taken: Anything for problems sleeping?"
SLEPTW29,"Over-the-counter (OTC) Sleep medication #2 taken 2 times/week for the last month","If YES to SLEEP19: Have you been taking it at least two times per week for the last month?"
THYROID9,"Over/underactive Thyroid since last visit","Since your last study visit, has a doctor, nurse practitioner or other health care provider told you that you had any of the following conditions or treated you for them? Overactive or underactive thyroid?"
OVERHLT9,"Overall health","In general, would you say your health is excellent, very good, good, fair or poor?"
POSITIV9,"Overall menopause positive experience","Now I am going to read you some statements about some personal feelings that women your age may have. Please tell me whether you personally agree, you feel neutral or you disagree with them. Do you personally agree, feel neutral (have no opinion) or disagree?: Overall, going through the menopause or change of life, will be or was, a positive experience for me."
BMDFLG9,"PI recommended for spine exclusion","PI recommended for spine exclusion"
DTTPANT9,"Pantothenic acid, mg","Pantothenic acid, mg"
PAPSMEA9,"Pap smear since last visit","Since your last study visit, have you had: A Pap Smear (a routine medical test in which the doctor examines the cervix)?"
PRTUNEM9,"Partner unemployed upsetting since last visit","Since your last study visit, have you experienced any of the following: Husband/partner became unemployed? If you have, indicate how upsetting it was."
WRKEXPD9,"Past 7 days, days exposed to smoke - work","During the past 7 days, on how many days were you exposed to tobacco smoke while at work?"
PELVCPN9,"Pelvic pain since last visit","Since your last study visit, have you had any of the following conditions? Pelvic pain (pain in the lowest part of the abdomen)?"
PROLAPS9,"Pelvic prolapse since last visit","Since your last study visit, have you had any of the following conditions? Pelvic prolapse or relaxation (the uterus, bladder, or rectum drops, sometimes bulging out of vagina)?"
DISLIKE9,"People disliked me past week","During the past week: I felt that people disliked me"
UNFRNDL9,"People unfriendly past week","During the past week: People were unfriendly"
PBFNHAN9,"Percent Body Fat (NHANES/RJL Equation)","% Body Fat (NHANES/RJL Eq.)"
PBFBIA9,"Percent Body Fat (Sowers Equation)","% Body Fat (Sowers Eq.)"
PCTALCH9,"Percentage Kilocalories (KCAL) from Alcoholic Beverages","% KCAL fm Alcoholic Bevs"
PCTCARB9,"Percentage Kilocalories (KCAL) from Carbohydrates","% KCAL from Carbohydrates"
PCTFAT9,"Percentage Kilocalories (KCAL) from Fat","% KCAL from Fat"
PCTPROT9,"Percentage Kilocalories (KCAL) from Protein","% KCAL from Protein"
PCTSWET9,"Percentage Kilocalories (KCAL) from Sweets","% KCAL from Sweets"
PHYDAY9,"Physical measures Day","Date form completed"
WORKTIR9,"Physically tired after work","After work, are you physically tired..."
PLNTYOC9,"Plenty to occupy time when old","Please indicate the extent you personally agree or disagree with the following statements about yourself: I will have plenty to occupy my time when I am old."
PRAYER9,"Prayer","During the past 12 months, have you used any of the following for your health? Prayer"
PRAYGEN9,"Prayer - General Health","If YES to PRAYER9: Please tell me whether or not you use prayer: For general health?"
PRAYHAR9,"Prayer - Heart","If YES to PRAYER9: Please tell me whether or not you use prayer: To reduce the risk of heart disease?"
PRAYMEM9,"Prayer - Improve Memory","If YES to PRAYER9: Please tell me whether or not you use prayer: To improve memory?"
PRAYMEN9,"Prayer - Menopausal symptoms","If YES to PRAYER9: Please tell me whether or not you use prayer: To relieve menopausal symptoms?"
PRAYOST9,"Prayer - Osteoporosis","If YES to PRAYER9: Please tell me whether or not you use prayer: To reduce the risk of osteoporosis?"
PRAYOTH9,"Prayer - Other reason","If YES to PRAYER9: Please tell me whether or not you use prayer: Is there any other reason you use prayer?"
PRAYSPE9,"Prayer - Other specify","If YES to PRAYER9: Please tell me whether or not you use prayer: Is there any other reason you use prayer? Specify"
PRAYADV9,"Prayer - Provider advice","If YES to PRAYER9: Please tell me whether or not you use prayer: On advice from health care provider?"
PRAYPER9,"Prayer - Regulate Periods","If YES to PRAYER9: Please tell me whether or not you use prayer: To regulate periods?"
PRAYWGH9,"Prayer - Weight","If YES to PRAYER9: Please tell me whether or not you use prayer: To lose weight or to stay the same weight?"
PRAYLOO9,"Prayer - Young Looking","If YES to PRAYER9: Please tell me whether or not you use prayer: To stay young-looking?"
PRGNANT9,"Pregnant since last visit","Since your last study visit, have you been pregnant? Please include live births, stillbirths, abortions, miscarriages, tubal or ectopic pregnancies."
BCREAS9,"Primary reason for taking birth control pills","For your most recent use, what was the primary reason for taking birth control pills?"
BCRES_S9,"Primary reason for taking birth control pills - other specify","For your most recent use, what was the primary reason for taking birth control pills? - (Specify)"
PSITECA9,"Primary site of cancer","If YES to CANCERS9: What is/was the primary site of the cancer?"
PRBBLEE9,"Problems with bleeding","Since your last study visit, you were taking hormones and then stopped. What were your reasons for stopping? Problems with bleeding"
SPECIFY9,"Professional degree - other specify","What professional degree does this health care provider have? If you are not sure, please make your best guess - Specify"
PROFDEG9,"Professional degree of health care provider","What professional degree does this health care provider have? If you are not sure, please make your best guess."
PROGDA19,"Progestin #1 prescription daily or off & on","If YES to PROGTW19: Does/Did your prescription have you take progestin daily or on and off a monthly cycle?"
PROGDA29,"Progestin #2 prescription daily or off & on","If YES to PROGTW29: Does/Did your prescription have you take progestin daily or on and off a monthly cycle?"
PROGES19,"Progestin pills #1","Since your last study visit, have you taken: Progestin pills (such as Provera)?"
PROGTW19,"Progestin pills #1 taken 2 times/week for the last month","If YES to PROGES19: Have you been taking it during the past month?"
PROGES29,"Progestin pills #2","Since your last study visit, have you taken: Progestin pills (such as Provera)?"
PROGTW29,"Progestin pills #2 taken 2 times/week for the last month","If YES to PROGES29: Have you been taking it during the past month?"
PROUPAN9,"Proud this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Proud"
PROVSPC9,"Provider's specialty","Which of the following best describes this provider's specialty?"
PULSE9,"Pulse, beats/30 seconds","Pulse, beats/30 seconds"
QLTYLIF9,"Quality of life","Thinking about your quality of life at the present time, I'd like you to give it a rating where 0 represents the worst possible quality for you and 10 represents the best possible quality for you. Looking at this line, how would you rate your overall quality of life at the present time? Choose a number between 0 and 10."
HUNGER9,"Quick to sense hunger","The next question deals with how you respond to your physical senses. Please indicate the degree to which each statement is TRUE OF YOU in general: I am quick to sense the hunger contractions in my stomach."
QUITJOB9,"Quit job upsetting since last visit","Since your last study visit, have you experienced any of the following: Quit, fired or laid off from a job? If you have, indicate how upsetting it was."
RACE,"Race/Ethnicity","Race/Ethnicity"
CONDRAW9,"Raw conductance/resistance value (ohms)","Record the conductance/resistance value that appears on the impedance meter:"
IMPERAW9,"Raw impedance/reactance value (ohms)","Record the reactance/impedance value that appears on the impedance meter:"
PHYSACT9,"Recreational activity compared to other women same age","In comparison with other women of your own age, do you think recreational physical activity is..."
REDUHAR9,"Reduce risk of heart disease","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: To reduce the risk of heart disease"
OSTEOPO9,"Reduce risk of osteoporosis","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: To reduce the risk of osteoporosis (brittle or thinning bones)"
REGRET9,"Regret when periods stopped for last time","Now I am going to read you some statements about some personal feelings that women your age may have. Please tell me whether you personally agree, you feel neutral or you disagree with them. Do you personally agree, feel neutral (have no opinion) or disagree?: I will feel, or felt, regret when my periods stopped for the last time."
REGPERI9,"Regulate periods","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: To regulate periods"
RELAT19,"Relationship to yourself (1)","Please tell me their relationship to you"
RLATE19,"Relationship to yourself (1)-enumeration","Please tell me their relationship to you"
RELAT109,"Relationship to yourself (10)","Please tell me their relationship to you"
RLATE109,"Relationship to yourself (10)-enumeration","Please tell me their relationship to you"
RELAT119,"Relationship to yourself (11)","Please tell me their relationship to you"
RLATE119,"Relationship to yourself (11)-enumeration","Please tell me their relationship to you"
RELAT129,"Relationship to yourself (12)","Please tell me their relationship to you"
RLATE129,"Relationship to yourself (12)-enumeration","Please tell me their relationship to you"
RELAT29,"Relationship to yourself (2)","Please tell me their relationship to you"
RLATE29,"Relationship to yourself (2)-enumeration","Please tell me their relationship to you"
RELAT39,"Relationship to yourself (3)","Please tell me their relationship to you"
RLATE39,"Relationship to yourself (3)-enumeration","Please tell me their relationship to you"
RELAT49,"Relationship to yourself (4)","Please tell me their relationship to you"
RLATE49,"Relationship to yourself (4)-enumeration","Please tell me their relationship to you"
RELAT59,"Relationship to yourself (5)","Please tell me their relationship to you"
RLATE59,"Relationship to yourself (5)-enumeration","Please tell me their relationship to you"
RELAT69,"Relationship to yourself (6)","Please tell me their relationship to you"
RLATE69,"Relationship to yourself (6)-enumeration","Please tell me their relationship to you"
RELAT79,"Relationship to yourself (7)","Please tell me their relationship to you"
RLATE79,"Relationship to yourself (7)-enumeration","Please tell me their relationship to you"
RELAT89,"Relationship to yourself (8)","Please tell me their relationship to you"
RLATE89,"Relationship to yourself (8)-enumeration","Please tell me their relationship to you"
RELAT99,"Relationship to yourself (9)","Please tell me their relationship to you"
RLATE99,"Relationship to yourself (9)-enumeration","Please tell me their relationship to you"
MENOSYM9,"Relieve menopausal symptoms","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: To relieve menopausal symptoms"
RESPCAR9,"Responsibility for care upsetting since last visit","Since your last study visit, have you experienced any of the following: Took on responsibility for the care of another child, grandchild, parent, other family member or friend? If you have, indicate how upsetting it was."
SWANID,"SWANID: Respondent ID","SWANID"
SALADDR9,"Salad Dressing past year","In the past year if you used salad dressing was it usually..."
SCARPAN9,"Scared this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Scared"
FLGSAAV9,"Self-Administered Questionnaire Part A: Completed after V9 cutoff (01/31/2007)","Completed after V9 cutoff (01/31/2007)"
SAADAY9,"Self-Administered Questionnaire Part A: Date Form Completed","Date form completed"
SELFHEL9,"Self-help group","During the past 12 months, have you used any of the following for your health? Self-help group"
SELFGEN9,"Self-help group - General Health","If YES to SELFHEL9: Please tell me whether or not you use self-help group: For general health?"
SELFHAR9,"Self-help group - Heart","If YES to SELFHEL9: Please tell me whether or not you use self-help group: To reduce the risk of heart disease?"
SELFMEM9,"Self-help group - Improve Memory","If YES to SELFHEL9: Please tell me whether or not you use self-help group: To improve memory?"
SELFMEN9,"Self-help group - Menopausal symptoms","If YES to SELFHEL9: Please tell me whether or not you use self-help group: To relieve menopausal symptoms?"
SELFOST9,"Self-help group - Osteoporosis","If YES to SELFHEL9: Please tell me whether or not you use self-help group: To reduce the risk of osteoporosis?"
SELFOTH9,"Self-help group - Other reason","If YES to SELFHEL9: Please tell me whether or not you use self-help group: Is there any other reason you use self-help group?"
SELFSPE9,"Self-help group - Other specify","If YES to SELFHEL9: Please tell me whether or not you use self-help group: Is there any other reason you use self-help group? Specify"
SELFADV9,"Self-help group - Provider advice","If YES to SELFHEL9: Please tell me whether or not you use self-help group: On advice from health care provider?"
SELFPER9,"Self-help group - Regulate Periods","If YES to SELFHEL9: Please tell me whether or not you use self-help group: To regulate periods?"
SELFWGH9,"Self-help group - Weight","If YES to SELFHEL9: Please tell me whether or not you use self-help group: To lose weight or to stay the same weight?"
SELFLOO9,"Self-help group - Young Looking","If YES to SELFHEL9: Please tell me whether or not you use self-help group: To stay young-looking?"
SERIPRO9,"Serious family problem upsetting since last visit","Since your last study visit, have you experienced any of the following: Had a serious problem with child or family member (other than husband/partner) or with a close friend? If you have, indicate how upsetting it was."
PHYSILL9,"Serious illness family upsetting since last visit","Since your last study visit, have you experienced any of the following: Serious physical illness, injury or drug/alcohol problem in family member, partner or close friend? If you have, indicate how upsetting it was."
FATSRV9,"Servings of fats/sweets/snacks","Servings of fats/sweets/snacks"
SHBG9,"Sex hormone-binding globulin (nM)","Sex hormone-binding globulin (nM)"
SKELMM9,"Skeletal Muscle Mass (Janssen Equation)","Skeletal Muscle Mass (Janssen Eq.)"
SKCNCER9,"Skin cancer since last visit","Since your last study visit, has a doctor, nurse practitioner or other health care provider told you that you had any of the following conditions or treated you for them? Skin cancer?"
SLEEPQL9,"Sleep quality overall past month","During the past month, how would you rate your sleep quality overall?"
RESTLES9,"Sleep was restless past week","During the past week: My sleep was restless"
FODPNSF9,"Slim Fast past week","If YES to SLIMFAS9, have you used this food plan in the past week? Slim Fast"
SLIMFAS9,"Slim Fast past year","In the past year have you used: Slim Fast"
SMOKERE9,"Smoked regularly since last visit","Since your last study visit, have you smoked cigarettes regularly (at least one cigarette a day)?"
FOODBNS9,"South Beach Diet past week","If YES to SOUTHBC9, have you used this food plan in the past week? South Beach Diet"
SOUTHBC9,"South Beach Diet past year","In the past year have you used: South Beach Diet"
SOYYSNO9,"Soy protein/phytoestrogen powders/pills","During the past year have you used any supplements containing soy protein or phytoestrogen powders or pills?"
SOYSUPP9,"Soy supplement","During the past 12 months, have you used any of the following for your health? Soy supplement"
SOYGEN9,"Soy supplement - General Health","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: For general health?"
SOYHAR9,"Soy supplement - Heart","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: To reduce the risk of heart disease?"
SOYMEM9,"Soy supplement - Improve Memory","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: To improve memory?"
SOYMEN9,"Soy supplement - Menopausal symptoms","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: To relieve menopausal symptoms?"
SOYOST9,"Soy supplement - Osteoporosis","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: To reduce the risk of osteoporosis?"
SOYOTH9,"Soy supplement - Other reason","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: Is there any other reason you use soy supplement?"
SOYSPE9,"Soy supplement - Other specify","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: Is there any other reason you use soy supplement? Specify"
SOYADV9,"Soy supplement - Provider advice","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: On advice from health care provider?"
SOYPER9,"Soy supplement - Reg. Periods","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: To regulate periods?"
SOYWGH9,"Soy supplement - Weight","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: To lose weight or to stay the same weight?"
SOYLOO9,"Soy supplement - Young Looking","If YES to SOYSUPP9: Please tell me whether or not you use soy supplement: To stay young-looking?"
SPECFOO9,"Special Food Pattern","During the past year have you used a special food pattern (such as a low fat diet, a low salt diet, a vegetarian diet, etc.) or a dieting plan (such as, Jenny Craig, Atkins, Weight Watchers, etc)?"
SPSCDAY9,"Spine Scan Day","Spine Scan Day"
SPSCMOD9,"Spine Scan Mode","Spine Scan Mode"
SPSCTIM9,"Spine Scan Time","Spine Scan Time"
HRSACT19,"Sport 1 hours/week","During these months, on average, how many hours a week did you do this activity?"
MTHSAC19,"Sport 1 number months","How many months in this past year did you do this activity?"
HRSACT29,"Sport 2 hours/week","During these months, on average, how many hours a week did you do this activity?"
MTHSAC29,"Sport 2 number months","How many months in this past year did you do this activity?"
SPOREX19,"Sport done most frequently during the past year","Which sport or exercise did you do most frequently during the past year?"
SPOREX29,"Sport second most frequently during the past year","What was the second most frequent sport or exercise you did during the past year?"
WORTSTJ9,"St. John's wort","During the past 12 months, have you used any of the following for your health? St. John's wort"
WORTGEN9,"St. John's wort - General Health","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: For general health?"
WORTHAR9,"St. John's wort - Heart","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: To reduce the risk of heart disease?"
WORTMEM9,"St. John's wort - Improve Memory","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: To improve memory?"
WORTMEN9,"St. John's wort - Menopausal symptoms","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: To relieve menopausal symptoms?"
WORTOST9,"St. John's wort - Osteoporosis","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: To reduce the risk of osteoporosis?"
WORTOTH9,"St. John's wort - Other reason","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: Is there any other reason you use St. John's wort?"
WORTSPE9,"St. John's wort - Other specify","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: Is there any other reason you use St. John's wort? Specify"
WORTADV9,"St. John's wort - Provider advice","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: On advice from health care provider?"
WORTPER9,"St. John's wort - Regulate Periods","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: To regulate periods?"
WORTWGH9,"St. John's wort - Weight","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: To lose weight or to stay the same weight?"
WORTLOO9,"St. John's wort - Young Looking","If YES to WORTSTJ9: Please tell me whether or not you use St. John's wort: To stay young-looking?"
STRTPER9,"Start Period in Last Week","If YES to BLDDRAW9: Did you start a menstrual period in the last five days?"
STARTNE9,"Started new job/school upsetting since last visit","Since your last study visit, have you experienced any of the following: Started school, a training program, or new job? If you have, indicate how upsetting it was."
YOUNGLK9,"Stay young-looking","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: To stay young-looking"
STEROI19,"Steroid #1","Since your last study visit, have you taken: Steroid pills such as Prednisone, or cortisone?"
STERTW19,"Steroid #1 taken 2 times/week for the last month","If YES to STEROI19: Have you been taking it at least two times per week for the last month?"
STEROI29,"Steroid #2","Since your last study visit, have you taken: Steroid pills such as Prednisone, or cortisone?"
STERTW29,"Steroid #2 taken 2 times/week for the last month","If YES to STEROI29: Have you been taking it at least two times per week for the last month?"
STIFF9,"Stiffness/soreness past 2 weeks","Thinking back over the past two weeks, how often have you had: Stiffness or soreness in joints, neck or shoulders?"
NEWSRPT9,"Stopped hormones news/media reports","Since your last study visit, you were taking hormones and then stopped. What were your reasons for stopping? News/Media reports about women who took hormones as part of a research study (e.g. results of WHI)"
NOREASO9,"Stopped hormones no reason given","Since your last study visit, you were taking hormones and then stopped. What were your reasons for stopping? No reason given"
STOPOTH9,"Stopped hormones other reason","Since your last study visit, you were taking hormones and then stopped. What were your reasons for stopping? Other, specify"
STROKE9,"Stroke since last visit","Since your last study visit, has a doctor, nurse practitioner or other health care provider told you that you had any of the following conditions or treated you for them? Stroke?"
STROPAN9,"Strong this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Strong"
VISIT,"Study Visit","Study Visit"
NOISES9,"Sudden noises bother me","The next question deals with how you respond to your physical senses. Please indicate the degree to which each statement is TRUE OF YOU in general: Sudden loud noises really bother me."
DARYFRQ9,"Sum daily frequency Dairy","Sum daily freq Dairy"
FVFRQ9,"Sum daily frequency Fruit + Vegetables","Sum daily freq Fruit + Veg"
GRANFRQ9,"Sum daily frequency Grains","Sum daily freq Grains"
MEATFRQ9,"Sum daily frequency Meat","Sum daily freq Meat"
VEGFRQ9,"Sum daily frequency Vegetables","Sum daily freq Veg"
SUPB19,"Supplement B1, mg","Supplement B1, mg"
SUPB129,"Supplement B12, mcg","Supplement B12, mcg"
SUPB69,"Supplement B6, mg","Supplement B6, mg"
SUPBCAR9,"Supplement BetaCarotene, mcg","Supplement BetaCarotene, mcg"
SUPCA9,"Supplement Calcium, mg","Supplement Calcium, mg"
SUPCU9,"Supplement Copper, mg","Supplement Copper, mg"
SUPFOL9,"Supplement Folate, mcg","Supplement Folate, mcg"
SUPFE9,"Supplement Iron, mg","Supplement Iron, mg"
SUPSELE9,"Supplement Selenium, mcg","Supplement Selenium, mcg"
SUPVITA9,"Supplement Vitamin A, retinol equivalents (RE)","Supplement Vitamin A, retinol equivalents (RE)"
SUPVITD9,"Supplement Vitamin D, international units (IU)","Supplement Vitamin D, international units (IU)"
SUPVITC9,"Supplement Vitamin_C, mg","Supplement Vitamin_C, mg"
SUPVITE9,"Supplement Vitamin_E, a-TE","Supplement Vitamin_E, a-TE"
SUPZINC9,"Supplement Zinc, mg","Supplement Zinc, mg"
SDMTSTA9,"Symbol Digit Modalities Test (SDMT): Administration Status","SDMT: Administration Status"
SDMTPRA9,"Symbol Digit Modalities Test (SDMT): Number of Practice Items Correct","SDMT: # of Practice Items Correct"
SDMTADM9,"Symbol Digit Modalities Test (SDMT): Number of Test Administrations","SDMT: # of Test Administrations"
SDMTATM9,"Symbol Digit Modalities Test (SDMT): Number of Test Items Attempted","SDMT: # of Test Items Attempted"
SDMTCOR9,"Symbol Digit Modalities Test (SDMT): Number of Test Items Correct","SDMT: # of Test Items Correct"
SYSBP19,"Systolic Blood Pressure #1","Systolic BP #1"
SYSBP29,"Systolic Blood Pressure #2","Systolic BP #2"
REGVITA9,"Take any vitamins/minerals once a week","Since your last study visit, have you taken any vitamins or minerals fairly regularly, at least once a week?"
HORMOTH9,"Take hormones for other reasons","I am going to read a list of some reasons why women start taking hormones, not including birth control pills. For each one, please tell me if it is a reason why you started taking hormones: Any other? Specify"
TAKEVIT9,"Take vitamins/minerals regularly","During the past year have you taken any vitamins or minerals regularly (at least once a week)?"
TAMOXIF9,"Taken Tamoxifen since last visit","If BREAST CANCER: Have you taken Tamoxifen since your last study visit?"
NERVES9,"Talk to professional for nerves","Since your last study visit, about how many times did you see or talk to a health care provider or other professional for problems with emotions, nerves, or mental health?"
TALKLES9,"Talked less than usual past week","During the past week: I talked less than usual"
NRVOUS9,"Tense/nervous past 2 weeks","Thinking back over the past two weeks, how often have you felt: Tense or nervous?"
T9,"Testosterone (ng/dL)","Testosterone (ng/dL)"
YOURWAY9,"Things were going your way","In the past two weeks you have: Felt that things were going your way?"
THYRREM9,"Thyroid gland removed since last visit","Since your last study visit, have you had any of the following surgeries or procedures? Thyroid gland removed?"
THYROI19,"Thyroid medication #1","Since your last study visit, have you taken: Thyroid pills?"
THYRTW19,"Thyroid medication #1 taken 2 times/week for the last month","If YES to THYROI19: Have you been taking it at least two times per week for the last month?"
THYROI29,"Thyroid medication #2","Since your last study visit, have you taken: Thyroid pills?"
THYRTW29,"Thyroid medication #2 taken 2 times/week for the last month","If YES to THYROI29: Have you been taking it at least two times per week for the last month?"
PROVTIM9,"Time spent by health care provider on average","On average, how much time does this health care provider spend with you at each visit?"
CARING9,"Time spent past year caring for child","During the past year (in the last 12 months), how much time did you spend on average: Caring for a child or children 5 years of age or less, a disabled child or an elderly person? Only count time actually spent doing physical activities like feeding, dressing, moving, playing, or bathing. (If child turned 6 less than 6 months ago, consider him/her age 5 for the whole year.)"
ROUTNCH9,"Time spent past year light chores","During the past year (in the last 12 months), how often did you do routine chores requiring light physical effort, such as dusting, laundry, changing linens, grocery shopping or other shopping?"
MODERAT9,"Time spent past year moderate chores","During the past year (in the last 12 months), how often did you do chores requiring moderate physical effort, such as vacuuming, washing floors, or gardening/yard work such as mowing the lawn or raking leaves?"
